ProductID,ProductName,Category,Price,UnitsSold,Date,StoreLocation,PromotionApplied,Revenue
P007,Fitness Tracker,Electronics,182.71,6,2023-03-14,Kolkata,No,1096.26
P008,Gym Gloves,Accessories,154.13,4,2023-03-14,Delhi,Yes,616.52
P009,Whey Protein,Health,53.6,6,2023-03-14,Mumbai,No,321.6
P010,Massage Gun,Electronics,78.6,4,2023-03-14,Kolkata,No,314.4
P001,Energy Drink,Beverages,96.26,3,2023-03-15,Bangalore,Yes,288.78
P002,Protein Bar,Snacks,115.97,3,2023-03-15,Delhi,No,347.91
P003,Multivitamin,Health,177.87,9,2023-03-15,Delhi,No,1600.83
P004,Yoga Mat,Fitness,130.79,5,2023-03-15,Bangalore,Yes,653.95
P005,Running Shoes,Apparel,31.1,2,2023-03-15,Delhi,Yes,62.2
P006,Sports Bottle,Accessories,52.29,3,2023-03-15,Delhi,No,156.87
P007,Fitness Tracker,Electronics,180.98,9,2023-03-15,Kolkata,Yes,1628.82
P008,Gym Gloves,Accessories,173.3,8,2023-03-15,Delhi,No,1386.4
P009,Whey Protein,Health,66.87,11,2023-03-15,Mumbai,No,735.57
P010,Massage Gun,Electronics,73.39,7,2023-03-15,Delhi,No,513.73
P001,Energy Drink,Beverages,194.12,11,2023-03-16,Mumbai,Yes,2135.32
P002,Protein Bar,Snacks,197.13,6,2023-03-16,Delhi,Yes,1182.78
P003,Multivitamin,Health,180.16,3,2023-03-16,Bangalore,No,540.48
P004,Yoga Mat,Fitness,83.9,5,2023-03-16,Delhi,No,419.5
P005,Running Shoes,Apparel,145.14,11,2023-03-16,Kolkata,No,1596.54
P006,Sports Bottle,Accessories,125.05,4,2023-03-16,Kolkata,Yes,500.2
P007,Fitness Tracker,Electronics,54.52,1,2023-03-16,Mumbai,Yes,54.52
P008,Gym Gloves,Accessories,196.88,6,2023-03-16,Bangalore,No,1181.28
P009,Whey Protein,Health,33.36,1,2023-03-16,Kolkata,No,33.36
P010,Massage Gun,Electronics,49.6,10,2023-03-16,Kolkata,Yes,496.0
P001,Energy Drink,Beverages,160.48,5,2023-03-17,Delhi,No,802.4
P002,Protein Bar,Snacks,149.27,8,2023-03-17,Delhi,No,1194.16
P003,Multivitamin,Health,99.67,6,2023-03-17,Bangalore,No,598.02
P004,Yoga Mat,Fitness,97.33,0,2023-03-17,Kolkata,No,0.0
P005,Running Shoes,Apparel,151.77,4,2023-03-17,Bangalore,Yes,607.08
P006,Sports Bottle,Accessories,98.3,6,2023-03-17,Kolkata,No,589.8
P007,Fitness Tracker,Electronics,31.58,12,2023-03-17,Mumbai,Yes,378.96
P008,Gym Gloves,Accessories,198.24,3,2023-03-17,Mumbai,Yes,594.72
P009,Whey Protein,Health,189.4,3,2023-03-17,Bangalore,No,568.2
P010,Massage Gun,Electronics,72.82,13,2023-03-17,Mumbai,Yes,946.66
P001,Energy Drink,Beverages,35.45,10,2023-03-18,Delhi,No,354.5
P002,Protein Bar,Snacks,26.16,1,2023-03-18,Delhi,Yes,26.16
P003,Multivitamin,Health,41.19,10,2023-03-18,Bangalore,Yes,411.9
P004,Yoga Mat,Fitness,127.41,2,2023-03-18,Kolkata,Yes,254.82
P005,Running Shoes,Apparel,62.65,8,2023-03-18,Delhi,No,501.2
P006,Sports Bottle,Accessories,37.58,11,2023-03-18,Mumbai,Yes,413.38
P007,Fitness Tracker,Electronics,194.63,13,2023-03-18,Kolkata,Yes,2530.19
P008,Gym Gloves,Accessories,16.98,8,2023-03-18,Delhi,Yes,135.84
P009,Whey Protein,Health,181.95,12,2023-03-18,Kolkata,Yes,2183.4
P010,Massage Gun,Electronics,84.4,9,2023-03-18,Bangalore,No,759.6
P001,Energy Drink,Beverages,173.65,5,2023-03-19,Mumbai,Yes,868.25
P002,Protein Bar,Snacks,120.41,0,2023-03-19,Mumbai,No,0.0
P003,Multivitamin,Health,179.29,10,2023-03-19,Mumbai,No,1792.9
P004,Yoga Mat,Fitness,151.96,2,2023-03-19,Delhi,Yes,303.92
P005,Running Shoes,Apparel,47.96,3,2023-03-19,Delhi,Yes,143.88
P006,Sports Bottle,Accessories,27.91,8,2023-03-19,Bangalore,No,223.28
P007,Fitness Tracker,Electronics,108.44,8,2023-03-19,Kolkata,No,867.52
P008,Gym Gloves,Accessories,52.77,1,2023-03-19,Bangalore,No,52.77
P009,Whey Protein,Health,112.19,12,2023-03-19,Bangalore,Yes,1346.28
P010,Massage Gun,Electronics,38.45,1,2023-03-19,Mumbai,Yes,38.45
P001,Energy Drink,Beverages,149.66,9,2023-03-20,Bangalore,No,1346.94
P002,Protein Bar,Snacks,147.51,4,2023-03-20,Delhi,No,590.04
P003,Multivitamin,Health,92.36,1,2023-03-20,Kolkata,No,92.36
P004,Yoga Mat,Fitness,118.55,7,2023-03-20,Mumbai,Yes,829.85
P005,Running Shoes,Apparel,35.02,13,2023-03-20,Mumbai,No,455.26
P006,Sports Bottle,Accessories,176.62,10,2023-03-20,Delhi,Yes,1766.2
P007,Fitness Tracker,Electronics,105.56,0,2023-03-20,Delhi,No,0.0
P008,Gym Gloves,Accessories,122.36,5,2023-03-20,Mumbai,Yes,611.8
P009,Whey Protein,Health,59.8,3,2023-03-20,Mumbai,No,179.4
P010,Massage Gun,Electronics,151.91,7,2023-03-20,Delhi,No,1063.37
P001,Energy Drink,Beverages,31.6,4,2023-03-21,Delhi,Yes,126.4
P002,Protein Bar,Snacks,163.02,4,2023-03-21,Mumbai,Yes,652.08
P003,Multivitamin,Health,191.06,2,2023-03-21,Kolkata,Yes,382.12
P004,Yoga Mat,Fitness,101.29,8,2023-03-21,Mumbai,Yes,810.32
P005,Running Shoes,Apparel,160.77,1,2023-03-21,Kolkata,Yes,160.77
P006,Sports Bottle,Accessories,50.82,10,2023-03-21,Mumbai,Yes,508.2
P007,Fitness Tracker,Electronics,89.35,4,2023-03-21,Delhi,No,357.4
P008,Gym Gloves,Accessories,73.96,10,2023-03-21,Mumbai,Yes,739.6
P009,Whey Protein,Health,62.42,4,2023-03-21,Bangalore,Yes,249.68
P010,Massage Gun,Electronics,31.1,2,2023-03-21,Bangalore,Yes,62.2
P001,Energy Drink,Beverages,177.5,17,2023-03-22,Bangalore,No,3017.5
P002,Protein Bar,Snacks,164.05,2,2023-03-22,Delhi,Yes,328.1
P003,Multivitamin,Health,51.23,7,2023-03-22,Kolkata,No,358.61
P004,Yoga Mat,Fitness,29.71,11,2023-03-22,Mumbai,Yes,326.81
P005,Running Shoes,Apparel,119.84,6,2023-03-22,Mumbai,Yes,719.04
P006,Sports Bottle,Accessories,53.62,4,2023-03-22,Bangalore,Yes,214.48
P007,Fitness Tracker,Electronics,69.03,6,2023-03-22,Bangalore,No,414.18
P008,Gym Gloves,Accessories,99.19,9,2023-03-22,Bangalore,No,892.71
P009,Whey Protein,Health,153.94,6,2023-03-22,Mumbai,Yes,923.64
P010,Massage Gun,Electronics,102.18,6,2023-03-22,Bangalore,Yes,613.08
P001,Energy Drink,Beverages,100.96,3,2023-03-23,Mumbai,Yes,302.88
P002,Protein Bar,Snacks,48.71,2,2023-03-23,Bangalore,Yes,97.42
P003,Multivitamin,Health,192.64,7,2023-03-23,Kolkata,Yes,1348.48
P004,Yoga Mat,Fitness,179.71,10,2023-03-23,Kolkata,Yes,1797.1
P005,Running Shoes,Apparel,166.78,8,2023-03-23,Delhi,Yes,1334.24
P006,Sports Bottle,Accessories,13.42,16,2023-03-23,Kolkata,Yes,214.72
P007,Fitness Tracker,Electronics,66.75,7,2023-03-23,Bangalore,No,467.25
P008,Gym Gloves,Accessories,77.98,10,2023-03-23,Delhi,No,779.8
P009,Whey Protein,Health,165.79,7,2023-03-23,Delhi,No,1160.53
P010,Massage Gun,Electronics,13.35,1,2023-03-23,Delhi,No,13.35
P001,Energy Drink,Beverages,32.19,5,2023-03-24,Kolkata,No,160.95
P002,Protein Bar,Snacks,114.26,6,2023-03-24,Delhi,Yes,685.56
P003,Multivitamin,Health,95.7,3,2023-03-24,Delhi,Yes,287.1
P004,Yoga Mat,Fitness,40.31,8,2023-03-24,Bangalore,No,322.48
P005,Running Shoes,Apparel,164.04,9,2023-03-24,Delhi,No,1476.36
P006,Sports Bottle,Accessories,31.89,6,2023-03-24,Mumbai,Yes,191.34
P007,Fitness Tracker,Electronics,98.4,9,2023-03-24,Bangalore,Yes,885.6
P008,Gym Gloves,Accessories,171.38,1,2023-03-24,Kolkata,No,171.38
P009,Whey Protein,Health,88.65,2,2023-03-24,Bangalore,No,177.3
P010,Massage Gun,Electronics,151.81,10,2023-03-24,Delhi,No,1518.1
P001,Energy Drink,Beverages,148.19,9,2023-03-25,Kolkata,Yes,1333.71
P002,Protein Bar,Snacks,62.94,12,2023-03-25,Mumbai,Yes,755.28
P003,Multivitamin,Health,94.01,8,2023-03-25,Delhi,No,752.08
P004,Yoga Mat,Fitness,84.47,11,2023-03-25,Kolkata,No,929.17
P005,Running Shoes,Apparel,36.7,3,2023-03-25,Mumbai,No,110.1
P006,Sports Bottle,Accessories,123.01,10,2023-03-25,Mumbai,No,1230.1
P007,Fitness Tracker,Electronics,146.04,1,2023-03-25,Mumbai,No,146.04
P008,Gym Gloves,Accessories,157.47,6,2023-03-25,Delhi,No,944.82
P009,Whey Protein,Health,39.06,3,2023-03-25,Mumbai,No,117.18
P010,Massage Gun,Electronics,93.72,5,2023-03-25,Mumbai,No,468.6
P001,Energy Drink,Beverages,111.42,0,2023-03-26,Delhi,Yes,0.0
P002,Protein Bar,Snacks,90.98,14,2023-03-26,Mumbai,No,1273.72
P003,Multivitamin,Health,108.48,0,2023-03-26,Bangalore,No,0.0
P004,Yoga Mat,Fitness,14.52,4,2023-03-26,Bangalore,No,58.08
P005,Running Shoes,Apparel,67.42,4,2023-03-26,Delhi,No,269.68
P006,Sports Bottle,Accessories,23.98,1,2023-03-26,Mumbai,Yes,23.98
P007,Fitness Tracker,Electronics,55.44,8,2023-03-26,Kolkata,Yes,443.52
P008,Gym Gloves,Accessories,61.36,3,2023-03-26,Delhi,No,184.08
P009,Whey Protein,Health,24.36,15,2023-03-26,Mumbai,No,365.4
P010,Massage Gun,Electronics,176.47,2,2023-03-26,Mumbai,Yes,352.94
P001,Energy Drink,Beverages,162.52,4,2023-03-27,Delhi,Yes,650.08
P002,Protein Bar,Snacks,185.62,3,2023-03-27,Bangalore,Yes,556.86
P003,Multivitamin,Health,169.2,11,2023-03-27,Mumbai,Yes,1861.2
P004,Yoga Mat,Fitness,102.98,1,2023-03-27,Bangalore,Yes,102.98
P005,Running Shoes,Apparel,155.28,7,2023-03-27,Bangalore,No,1086.96
P006,Sports Bottle,Accessories,149.51,6,2023-03-27,Kolkata,Yes,897.06
P007,Fitness Tracker,Electronics,74.29,4,2023-03-27,Kolkata,No,297.16
P008,Gym Gloves,Accessories,123.93,2,2023-03-27,Bangalore,Yes,247.86
P009,Whey Protein,Health,74.98,5,2023-03-27,Bangalore,Yes,374.9
P010,Massage Gun,Electronics,57.68,8,2023-03-27,Bangalore,Yes,461.44
P001,Energy Drink,Beverages,35.34,4,2023-03-28,Delhi,No,141.36
P002,Protein Bar,Snacks,198.02,5,2023-03-28,Bangalore,Yes,990.1
P003,Multivitamin,Health,62.34,8,2023-03-28,Delhi,No,498.72
P004,Yoga Mat,Fitness,29.12,9,2023-03-28,Kolkata,Yes,262.08
P005,Running Shoes,Apparel,132.04,6,2023-03-28,Mumbai,No,792.24
P006,Sports Bottle,Accessories,44.18,5,2023-03-28,Bangalore,No,220.9
P007,Fitness Tracker,Electronics,153.3,2,2023-03-28,Bangalore,Yes,306.6
P008,Gym Gloves,Accessories,37.01,12,2023-03-28,Delhi,No,444.12
P009,Whey Protein,Health,120.11,3,2023-03-28,Delhi,No,360.33
P010,Massage Gun,Electronics,73.84,11,2023-03-28,Delhi,No,812.24
P001,Energy Drink,Beverages,185.1,6,2023-03-29,Kolkata,No,1110.6
P002,Protein Bar,Snacks,150.62,4,2023-03-29,Kolkata,No,602.48
P003,Multivitamin,Health,124.76,5,2023-03-29,Bangalore,Yes,623.8
P004,Yoga Mat,Fitness,66.19,5,2023-03-29,Bangalore,Yes,330.95
P005,Running Shoes,Apparel,143.3,4,2023-03-29,Kolkata,Yes,573.2
P006,Sports Bottle,Accessories,97.32,5,2023-03-29,Bangalore,Yes,486.6
P007,Fitness Tracker,Electronics,153.95,12,2023-03-29,Bangalore,Yes,1847.4
P008,Gym Gloves,Accessories,176.62,2,2023-03-29,Mumbai,Yes,353.24
P009,Whey Protein,Health,192.62,13,2023-03-29,Kolkata,Yes,2504.06
P010,Massage Gun,Electronics,37.94,10,2023-03-29,Mumbai,No,379.4
P001,Energy Drink,Beverages,49.02,1,2023-03-30,Bangalore,Yes,49.02
P002,Protein Bar,Snacks,195.46,1,2023-03-30,Bangalore,Yes,195.46
P003,Multivitamin,Health,136.45,5,2023-03-30,Delhi,Yes,682.25
P004,Yoga Mat,Fitness,123.51,6,2023-03-30,Kolkata,No,741.06
P005,Running Shoes,Apparel,154.16,5,2023-03-30,Delhi,No,770.8
P006,Sports Bottle,Accessories,18.91,3,2023-03-30,Delhi,No,56.73
P007,Fitness Tracker,Electronics,19.18,2,2023-03-30,Delhi,Yes,38.36
P008,Gym Gloves,Accessories,104.14,3,2023-03-30,Mumbai,Yes,312.42
P009,Whey Protein,Health,194.51,1,2023-03-30,Kolkata,Yes,194.51
P010,Massage Gun,Electronics,31.24,5,2023-03-30,Delhi,Yes,156.2
P001,Energy Drink,Beverages,197.63,6,2023-03-31,Mumbai,No,1185.78
P002,Protein Bar,Snacks,14.0,8,2023-03-31,Mumbai,No,112.0
P003,Multivitamin,Health,136.47,8,2023-03-31,Delhi,No,1091.76
P004,Yoga Mat,Fitness,41.77,7,2023-03-31,Kolkata,No,292.39
P005,Running Shoes,Apparel,129.56,13,2023-03-31,Mumbai,No,1684.28
P006,Sports Bottle,Accessories,32.61,4,2023-03-31,Delhi,Yes,130.44
P007,Fitness Tracker,Electronics,129.38,3,2023-03-31,Bangalore,Yes,388.14
P008,Gym Gloves,Accessories,116.2,7,2023-03-31,Kolkata,Yes,813.4
P009,Whey Protein,Health,121.84,4,2023-03-31,Delhi,Yes,487.36
P010,Massage Gun,Electronics,192.94,6,2023-03-31,Delhi,No,1157.64
P001,Energy Drink,Beverages,46.17,7,2023-04-01,Kolkata,Yes,323.19
P002,Protein Bar,Snacks,69.96,2,2023-04-01,Mumbai,Yes,139.92
P003,Multivitamin,Health,78.43,4,2023-04-01,Kolkata,No,313.72
P004,Yoga Mat,Fitness,35.45,5,2023-04-01,Bangalore,Yes,177.25
P005,Running Shoes,Apparel,161.21,5,2023-04-01,Bangalore,No,806.05
P006,Sports Bottle,Accessories,182.57,1,2023-04-01,Mumbai,No,182.57
P007,Fitness Tracker,Electronics,57.13,4,2023-04-01,Bangalore,No,228.52
P008,Gym Gloves,Accessories,43.55,3,2023-04-01,Mumbai,No,130.65
P009,Whey Protein,Health,70.48,7,2023-04-01,Kolkata,No,493.36
P010,Massage Gun,Electronics,149.05,2,2023-04-01,Delhi,No,298.1
P001,Energy Drink,Beverages,170.0,8,2023-04-02,Bangalore,No,1360.0
P002,Protein Bar,Snacks,116.48,8,2023-04-02,Bangalore,Yes,931.84
P003,Multivitamin,Health,105.49,9,2023-04-02,Bangalore,No,949.41
P004,Yoga Mat,Fitness,95.76,13,2023-04-02,Bangalore,No,1244.88
P005,Running Shoes,Apparel,56.05,4,2023-04-02,Mumbai,No,224.2
P006,Sports Bottle,Accessories,15.82,7,2023-04-02,Bangalore,Yes,110.74
P007,Fitness Tracker,Electronics,125.37,8,2023-04-02,Mumbai,No,1002.96
P008,Gym Gloves,Accessories,58.02,4,2023-04-02,Delhi,Yes,232.08
P009,Whey Protein,Health,37.08,14,2023-04-02,Bangalore,No,519.12
P010,Massage Gun,Electronics,153.09,11,2023-04-02,Bangalore,Yes,1683.99
P001,Energy Drink,Beverages,69.02,10,2023-04-03,Bangalore,No,690.2
P002,Protein Bar,Snacks,189.76,1,2023-04-03,Kolkata,No,189.76
P003,Multivitamin,Health,30.62,4,2023-04-03,Bangalore,Yes,122.48
P004,Yoga Mat,Fitness,187.6,2,2023-04-03,Bangalore,No,375.2
P005,Running Shoes,Apparel,146.16,3,2023-04-03,Bangalore,No,438.48
P006,Sports Bottle,Accessories,56.87,5,2023-04-03,Kolkata,Yes,284.35
P007,Fitness Tracker,Electronics,85.63,1,2023-04-03,Delhi,Yes,85.63
P008,Gym Gloves,Accessories,78.7,8,2023-04-03,Delhi,Yes,629.6
P009,Whey Protein,Health,18.73,8,2023-04-03,Bangalore,Yes,149.84
P010,Massage Gun,Electronics,156.76,13,2023-04-03,Mumbai,Yes,2037.88
P001,Energy Drink,Beverages,47.73,1,2023-04-04,Bangalore,No,47.73
P002,Protein Bar,Snacks,167.99,3,2023-04-04,Delhi,Yes,503.97
P003,Multivitamin,Health,72.53,9,2023-04-04,Mumbai,Yes,652.77
P004,Yoga Mat,Fitness,112.0,5,2023-04-04,Delhi,No,560.0
P005,Running Shoes,Apparel,147.74,2,2023-04-04,Mumbai,No,295.48
P006,Sports Bottle,Accessories,130.66,8,2023-04-04,Bangalore,Yes,1045.28
P007,Fitness Tracker,Electronics,130.09,4,2023-04-04,Kolkata,No,520.36
P008,Gym Gloves,Accessories,182.56,5,2023-04-04,Delhi,Yes,912.8
P009,Whey Protein,Health,45.65,4,2023-04-04,Mumbai,No,182.6
P010,Massage Gun,Electronics,13.75,3,2023-04-04,Mumbai,Yes,41.25
P001,Energy Drink,Beverages,16.38,4,2023-04-05,Delhi,No,65.52
P002,Protein Bar,Snacks,12.25,6,2023-04-05,Mumbai,Yes,73.5
P003,Multivitamin,Health,182.57,11,2023-04-05,Kolkata,Yes,2008.27
P004,Yoga Mat,Fitness,82.35,3,2023-04-05,Bangalore,No,247.05
P005,Running Shoes,Apparel,106.24,1,2023-04-05,Kolkata,No,106.24
P006,Sports Bottle,Accessories,160.27,12,2023-04-05,Mumbai,No,1923.24
P007,Fitness Tracker,Electronics,31.93,6,2023-04-05,Kolkata,Yes,191.58
P008,Gym Gloves,Accessories,130.1,8,2023-04-05,Kolkata,No,1040.8
P009,Whey Protein,Health,102.6,10,2023-04-05,Delhi,Yes,1026.0
P010,Massage Gun,Electronics,34.64,11,2023-04-05,Kolkata,Yes,381.04
P001,Energy Drink,Beverages,47.42,12,2023-04-06,Kolkata,Yes,569.04
P002,Protein Bar,Snacks,50.85,7,2023-04-06,Delhi,No,355.95
P003,Multivitamin,Health,151.33,5,2023-04-06,Kolkata,No,756.65
P004,Yoga Mat,Fitness,10.18,6,2023-04-06,Mumbai,No,61.08
P005,Running Shoes,Apparel,158.27,1,2023-04-06,Delhi,No,158.27
P006,Sports Bottle,Accessories,75.03,8,2023-04-06,Mumbai,No,600.24
P007,Fitness Tracker,Electronics,30.76,6,2023-04-06,Delhi,No,184.56
P008,Gym Gloves,Accessories,95.67,15,2023-04-06,Bangalore,No,1435.05
P009,Whey Protein,Health,23.38,10,2023-04-06,Mumbai,Yes,233.8
P010,Massage Gun,Electronics,44.47,9,2023-04-06,Kolkata,No,400.23
P001,Energy Drink,Beverages,71.46,2,2023-04-07,Bangalore,No,142.92
P002,Protein Bar,Snacks,179.81,6,2023-04-07,Delhi,No,1078.86
P003,Multivitamin,Health,128.97,1,2023-04-07,Kolkata,Yes,128.97
P004,Yoga Mat,Fitness,132.7,6,2023-04-07,Bangalore,Yes,796.2
P005,Running Shoes,Apparel,107.65,11,2023-04-07,Mumbai,Yes,1184.15
P006,Sports Bottle,Accessories,140.07,8,2023-04-07,Bangalore,No,1120.56
P007,Fitness Tracker,Electronics,147.81,7,2023-04-07,Kolkata,Yes,1034.67
P008,Gym Gloves,Accessories,199.0,4,2023-04-07,Mumbai,No,796.0
P009,Whey Protein,Health,81.66,9,2023-04-07,Delhi,No,734.94
P010,Massage Gun,Electronics,191.88,5,2023-04-07,Delhi,Yes,959.4
P001,Energy Drink,Beverages,119.16,5,2023-04-08,Bangalore,Yes,595.8
P002,Protein Bar,Snacks,29.32,5,2023-04-08,Kolkata,No,146.6
P003,Multivitamin,Health,72.74,9,2023-04-08,Mumbai,Yes,654.66
P004,Yoga Mat,Fitness,102.24,10,2023-04-08,Delhi,Yes,1022.4
P005,Running Shoes,Apparel,105.29,1,2023-04-08,Mumbai,No,105.29
P006,Sports Bottle,Accessories,119.66,0,2023-04-08,Delhi,Yes,0.0
P007,Fitness Tracker,Electronics,47.89,0,2023-04-08,Delhi,No,0.0
P008,Gym Gloves,Accessories,121.19,7,2023-04-08,Delhi,Yes,848.33
P009,Whey Protein,Health,126.34,8,2023-04-08,Mumbai,Yes,1010.72
P010,Massage Gun,Electronics,184.8,5,2023-04-08,Kolkata,Yes,924.0
P001,Energy Drink,Beverages,103.56,10,2023-04-09,Kolkata,No,1035.6
P002,Protein Bar,Snacks,178.32,11,2023-04-09,Mumbai,Yes,1961.52
P003,Multivitamin,Health,158.36,4,2023-04-09,Kolkata,Yes,633.44
P004,Yoga Mat,Fitness,97.28,6,2023-04-09,Kolkata,No,583.68
P005,Running Shoes,Apparel,79.69,3,2023-04-09,Kolkata,Yes,239.07
P006,Sports Bottle,Accessories,50.69,4,2023-04-09,Delhi,Yes,202.76
P007,Fitness Tracker,Electronics,21.66,8,2023-04-09,Kolkata,No,173.28
P008,Gym Gloves,Accessories,150.79,9,2023-04-09,Bangalore,No,1357.11
P009,Whey Protein,Health,81.04,4,2023-04-09,Kolkata,Yes,324.16
P010,Massage Gun,Electronics,118.01,4,2023-04-09,Bangalore,Yes,472.04
P001,Energy Drink,Beverages,37.81,2,2023-04-10,Mumbai,No,75.62
P002,Protein Bar,Snacks,97.04,3,2023-04-10,Delhi,No,291.12
P003,Multivitamin,Health,159.92,12,2023-04-10,Bangalore,No,1919.04
P004,Yoga Mat,Fitness,139.35,8,2023-04-10,Bangalore,Yes,1114.8
P005,Running Shoes,Apparel,195.29,1,2023-04-10,Bangalore,No,195.29
P006,Sports Bottle,Accessories,170.67,11,2023-04-10,Bangalore,Yes,1877.37
P007,Fitness Tracker,Electronics,43.67,0,2023-04-10,Mumbai,Yes,0.0
P008,Gym Gloves,Accessories,14.38,3,2023-04-10,Delhi,Yes,43.14
P009,Whey Protein,Health,191.76,7,2023-04-10,Bangalore,No,1342.32
P010,Massage Gun,Electronics,83.68,5,2023-04-10,Bangalore,Yes,418.4
P001,Energy Drink,Beverages,56.64,7,2023-04-11,Mumbai,No,396.48
P002,Protein Bar,Snacks,102.13,2,2023-04-11,Mumbai,Yes,204.26
P003,Multivitamin,Health,199.85,9,2023-04-11,Bangalore,Yes,1798.65
P004,Yoga Mat,Fitness,165.58,4,2023-04-11,Mumbai,Yes,662.32
P005,Running Shoes,Apparel,46.38,4,2023-04-11,Kolkata,Yes,185.52
P006,Sports Bottle,Accessories,44.37,10,2023-04-11,Kolkata,No,443.7
P007,Fitness Tracker,Electronics,36.38,9,2023-04-11,Delhi,No,327.42
P008,Gym Gloves,Accessories,158.05,8,2023-04-11,Delhi,No,1264.4
P009,Whey Protein,Health,156.79,9,2023-04-11,Mumbai,Yes,1411.11
P010,Massage Gun,Electronics,164.31,9,2023-04-11,Delhi,No,1478.79
P001,Energy Drink,Beverages,155.14,3,2023-04-12,Mumbai,Yes,465.42
P002,Protein Bar,Snacks,163.22,3,2023-04-12,Kolkata,Yes,489.66
P003,Multivitamin,Health,36.46,7,2023-04-12,Mumbai,Yes,255.22
P004,Yoga Mat,Fitness,39.72,4,2023-04-12,Mumbai,Yes,158.88
P005,Running Shoes,Apparel,123.33,3,2023-04-12,Bangalore,No,369.99
P006,Sports Bottle,Accessories,185.15,6,2023-04-12,Mumbai,No,1110.9
P007,Fitness Tracker,Electronics,164.79,7,2023-04-12,Bangalore,Yes,1153.53
P008,Gym Gloves,Accessories,186.18,9,2023-04-12,Kolkata,Yes,1675.62
P009,Whey Protein,Health,72.52,5,2023-04-12,Mumbai,Yes,362.6
P010,Massage Gun,Electronics,171.36,0,2023-04-12,Mumbai,No,0.0
P001,Energy Drink,Beverages,129.1,0,2023-04-13,Bangalore,No,0.0
P002,Protein Bar,Snacks,140.65,5,2023-04-13,Kolkata,Yes,703.25
P003,Multivitamin,Health,109.16,5,2023-04-13,Bangalore,Yes,545.8
P004,Yoga Mat,Fitness,143.52,7,2023-04-13,Bangalore,Yes,1004.64
P005,Running Shoes,Apparel,120.91,4,2023-04-13,Kolkata,No,483.64
P006,Sports Bottle,Accessories,113.86,5,2023-04-13,Mumbai,No,569.3
P007,Fitness Tracker,Electronics,77.63,4,2023-04-13,Mumbai,Yes,310.52
P008,Gym Gloves,Accessories,160.88,2,2023-04-13,Bangalore,No,321.76
P009,Whey Protein,Health,173.45,4,2023-04-13,Kolkata,No,693.8
P010,Massage Gun,Electronics,55.46,3,2023-04-13,Bangalore,Yes,166.38
P001,Energy Drink,Beverages,72.78,11,2023-04-14,Delhi,No,800.58
P002,Protein Bar,Snacks,195.03,14,2023-04-14,Delhi,Yes,2730.42
P003,Multivitamin,Health,68.57,7,2023-04-14,Bangalore,Yes,479.99
P004,Yoga Mat,Fitness,178.71,6,2023-04-14,Mumbai,Yes,1072.26
P005,Running Shoes,Apparel,189.3,9,2023-04-14,Mumbai,No,1703.7
P006,Sports Bottle,Accessories,39.24,9,2023-04-14,Mumbai,Yes,353.16
P007,Fitness Tracker,Electronics,99.8,3,2023-04-14,Kolkata,No,299.4
P008,Gym Gloves,Accessories,57.94,6,2023-04-14,Bangalore,No,347.64
P009,Whey Protein,Health,109.64,8,2023-04-14,Mumbai,No,877.12
P010,Massage Gun,Electronics,196.64,15,2023-04-14,Mumbai,No,2949.6
P001,Energy Drink,Beverages,151.16,9,2023-04-15,Kolkata,Yes,1360.44
P002,Protein Bar,Snacks,167.69,3,2023-04-15,Delhi,Yes,503.07
P003,Multivitamin,Health,69.99,5,2023-04-15,Kolkata,No,349.95
P004,Yoga Mat,Fitness,113.89,4,2023-04-15,Mumbai,No,455.56
P005,Running Shoes,Apparel,94.99,8,2023-04-15,Delhi,No,759.92
P006,Sports Bottle,Accessories,154.33,12,2023-04-15,Mumbai,No,1851.96
P007,Fitness Tracker,Electronics,132.12,3,2023-04-15,Bangalore,No,396.36
P008,Gym Gloves,Accessories,105.36,10,2023-04-15,Mumbai,Yes,1053.6
P009,Whey Protein,Health,77.48,8,2023-04-15,Bangalore,Yes,619.84
P010,Massage Gun,Electronics,146.45,7,2023-04-15,Delhi,Yes,1025.15
P001,Energy Drink,Beverages,55.14,5,2023-04-16,Mumbai,Yes,275.7
P002,Protein Bar,Snacks,155.74,6,2023-04-16,Delhi,Yes,934.44
P003,Multivitamin,Health,53.92,3,2023-04-16,Mumbai,No,161.76
P004,Yoga Mat,Fitness,180.61,9,2023-04-16,Bangalore,Yes,1625.49
P005,Running Shoes,Apparel,95.85,12,2023-04-16,Bangalore,Yes,1150.2
P006,Sports Bottle,Accessories,197.56,9,2023-04-16,Kolkata,Yes,1778.04
P007,Fitness Tracker,Electronics,87.1,9,2023-04-16,Delhi,No,783.9
P008,Gym Gloves,Accessories,90.11,4,2023-04-16,Bangalore,No,360.44
P009,Whey Protein,Health,129.93,12,2023-04-16,Kolkata,Yes,1559.16
P010,Massage Gun,Electronics,118.13,2,2023-04-16,Delhi,Yes,236.26
P001,Energy Drink,Beverages,50.4,4,2023-04-17,Delhi,No,201.6
P002,Protein Bar,Snacks,76.71,7,2023-04-17,Bangalore,No,536.97
P003,Multivitamin,Health,114.47,15,2023-04-17,Delhi,No,1717.05
P004,Yoga Mat,Fitness,94.1,8,2023-04-17,Kolkata,No,752.8
P005,Running Shoes,Apparel,26.87,6,2023-04-17,Delhi,No,161.22
